match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,fielder
1178396,1,Rajasthan Royals,Kolkata Knight Riders,0,1,AM Rahane,PP Chawla,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,0,2,AM Rahane,PP Chawla,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,0,3,AM Rahane,PP Chawla,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,0,4,AM Rahane,PP Chawla,JC Buttler,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,0,5,AM Rahane,PP Chawla,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,0,6,AM Rahane,PP Chawla,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,1,1,AM Rahane,M Prasidh Krishna,JC Buttler,0,0,0,,1,AM Rahane,lbw,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,1,2,SPD Smith,M Prasidh Krishna,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,1,3,SPD Smith,M Prasidh Krishna,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,1,4,SPD Smith,M Prasidh Krishna,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,1,5,JC Buttler,M Prasidh Krishna,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,1,6,JC Buttler,M Prasidh Krishna,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,2,1,SPD Smith,PP Chawla,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,2,2,JC Buttler,PP Chawla,SPD Smith,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,2,3,JC Buttler,PP Chawla,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,2,4,JC Buttler,PP Chawla,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,2,5,JC Buttler,PP Chawla,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,2,6,JC Buttler,PP Chawla,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,3,1,JC Buttler,M Prasidh Krishna,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,3,2,JC Buttler,M Prasidh Krishna,SPD Smith,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,3,3,JC Buttler,M Prasidh Krishna,SPD Smith,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,3,4,JC Buttler,M Prasidh Krishna,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,3,5,SPD Smith,M Prasidh Krishna,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,3,6,JC Buttler,M Prasidh Krishna,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,4,1,JC Buttler,PP Chawla,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,4,2,JC Buttler,PP Chawla,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,4,3,JC Buttler,PP Chawla,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,4,4,SPD Smith,PP Chawla,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,4,5,JC Buttler,PP Chawla,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,4,6,JC Buttler,PP Chawla,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,5,1,SPD Smith,SP Narine,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,5,2,SPD Smith,SP Narine,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,5,3,JC Buttler,SP Narine,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,5,4,JC Buttler,SP Narine,SPD Smith,2,0,2,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,5,5,JC Buttler,SP Narine,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,5,6,JC Buttler,SP Narine,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,6,1,SPD Smith,Kuldeep Yadav,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,6,2,SPD Smith,Kuldeep Yadav,JC Buttler,2,0,2,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,6,3,SPD Smith,Kuldeep Yadav,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,6,4,JC Buttler,Kuldeep Yadav,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,6,5,SPD Smith,Kuldeep Yadav,JC Buttler,2,0,2,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,6,6,SPD Smith,Kuldeep Yadav,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,7,1,SPD Smith,SP Narine,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,7,2,SPD Smith,SP Narine,JC Buttler,2,0,2,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,7,3,SPD Smith,SP Narine,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,7,4,SPD Smith,SP Narine,JC Buttler,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,7,5,SPD Smith,SP Narine,JC Buttler,0,1,1,legbyes,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,7,6,JC Buttler,SP Narine,SPD Smith,0,1,1,legbyes,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,8,1,JC Buttler,Kuldeep Yadav,SPD Smith,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,8,2,JC Buttler,Kuldeep Yadav,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,8,3,JC Buttler,Kuldeep Yadav,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,8,4,SPD Smith,Kuldeep Yadav,JC Buttler,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,8,5,SPD Smith,Kuldeep Yadav,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,8,6,SPD Smith,Kuldeep Yadav,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,9,1,SPD Smith,HF Gurney,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,9,2,SPD Smith,HF Gurney,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,9,3,JC Buttler,HF Gurney,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,9,4,SPD Smith,HF Gurney,JC Buttler,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,9,5,SPD Smith,HF Gurney,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,9,6,JC Buttler,HF Gurney,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,10,1,SPD Smith,Kuldeep Yadav,JC Buttler,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,10,2,SPD Smith,Kuldeep Yadav,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,10,3,JC Buttler,Kuldeep Yadav,SPD Smith,4,0,4,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,10,4,JC Buttler,Kuldeep Yadav,SPD Smith,0,0,0,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,10,5,JC Buttler,Kuldeep Yadav,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,10,6,SPD Smith,Kuldeep Yadav,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,11,1,SPD Smith,HF Gurney,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,11,2,JC Buttler,HF Gurney,SPD Smith,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,11,3,SPD Smith,HF Gurney,JC Buttler,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,11,4,JC Buttler,HF Gurney,SPD Smith,0,1,1,wides,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,11,5,JC Buttler,HF Gurney,SPD Smith,6,0,6,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,11,6,JC Buttler,HF Gurney,SPD Smith,0,0,0,,1,JC Buttler,caught,Shubman Gill
1178396,1,Rajasthan Royals,Kolkata Knight Riders,11,7,SPD Smith,HF Gurney,RA Tripathi,1,0,1,,0,,,
1178396,1,Rajasthan Royals,Kolkata Knight Riders,12,1,SPD Smith,PP Chawla,RA Tripathi,0,0,0,,0,,,
